tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
PMOCPIETT18300002,"Supply, Delivery, Installation, Testing, Commissioning and Maintenance of Email Management System",Prime Minister's Office-Corrupt Practices Investigation Bureau,21/5/2019,Awarded to Suppliers,THIRD SIGHT PTE. LTD.,1204844
PMOCPIETT18300004,THE SUPPLY OF ONE (1) YEAR OF NUIX SOFTWARE LICENSE MAINTENANCE SERVICES (SMS) FOR DIGITAL FORENSIC SOFTWARE,Prime Minister's Office-Corrupt Practices Investigation Bureau,28/1/2019,Awarded to Suppliers,PCS SECURITY PRIVATE LIMITED,105280
PMOCPIETT18300005,"THE DESIGN, BUILD AND SUPPLY OF FOUR (04) FORENSIC WORKSTATIONS",Prime Minister's Office-Corrupt Practices Investigation Bureau,24/4/2019,Awarded to Suppliers,MEGA LASER SUPPORT PRIVATE LIMITED,111552
PMOCPIETT19300002,Provision of Security Consultancy Services and Project Management for the Security Infrastructure and Systems Upgrade for CPIB,Prime Minister's Office-Corrupt Practices Investigation Bureau,8/7/2019,Awarded to Suppliers,JACOBS INTERNATIONAL CONSULTANTS PTE. LTD.,142500
PMOCPIETT19300005,TERM CONTRACT FOR MAINTENANCE OF MECHANICAL AND ELECTRICAL SYSTEMS AT CORRUPT PRACTICES INVESTIGATION BUREAU (CPIB) FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER TWO (2) YEARS,Prime Minister's Office-Corrupt Practices Investigation Bureau,18/9/2019,Awarded to Suppliers,CA FACILITIES PTE. LTD.,758908
PMOCPIETT19300006,Provision of Consultancy Services to develop ICT Digitalisation Blueprint,Prime Minister's Office-Corrupt Practices Investigation Bureau,21/11/2019,Awarded to Suppliers,ACCENTURE SG SERVICES PTE. LTD.,475000
PMOEDEETT18300005,Invitation To Tender For Nominated Sub-Contract For The Supply & Installation Of Lift To Proposed Addition And Alteration Of Existing Building At Former Balestier Hill Secondary School (BHSS) At 11 Novena Rise For Elections Department,Prime Minister's Office-Elections Department,19/3/2019,Awarded to Suppliers,SIGMA ELEVATOR SINGAPORE PTE. LTD.,68388
PMOEDEETT18300007,ITT FOR THE PROVISION OF ELECTRONIC VOTER REGISTRATION (e-REGISTRATION) SERVICE WITH OPTIONAL ITEMS FOR ELECTIONS DEPARTMENT,Prime Minister's Office-Elections Department,27/3/2019,Awarded to Suppliers,NEXWAVE TELECOMS PTE. LTD.,3887120
PMOEDEETT19300001,Invitation To Tender For the provision of an Email Management System with Maintenance and Option for Record Management System,Prime Minister's Office-Elections Department,17/6/2019,Awarded to Suppliers,THIRD SIGHT PTE. LTD.,905483
PMOEDEETT19300002,INVITATION TO TENDER FOR THE PROVISION OF A CALL CENTRE SOLUTION SERVICE FOR THE ELECTIONS DEPARTMENT,Prime Minister's Office-Elections Department,1/7/2019,Awarded to Suppliers,ASIATEL (S) PTE. LTD.,52000
PMOEDEETT19300003,Invitation To Tender For Proposed Addition And Alteration Works Of Existing Building At Former Balestier Hill Secondary School (BHSS) Located At 11 Novena Rise For Elections Department,Prime Minister's Office-Elections Department,9/5/2019,Awarded to Suppliers,LOGISTICS CONSTRUCTION PTE LTD,8180000
PMOEDEETT19300004,"INVITATION TO TENDER: FOR THE PROVISION OF PRINTING, PACKING AND DELIVERY OF DOCUMENTS SERVICES FOR A PERIOD OF THREE (3) YEARS WITH AN OPTION TO EXTEND YEARLY FOR UP TO A MAXIMUM OF TWO (2) YEARS.",Prime Minister's Office-Elections Department,8/10/2019,Awarded to Suppliers,TOPPAN SECURITY PRINTING PTE. LTD.,1169694.27
PMOEDEETT19300005,Invitation To Tender For The Provision Of Bus Transportation Services To Support Election Operations For Three (3) years With An Option To Extend On Yearly Basis For Up To Two (2) Years,Prime Minister's Office-Elections Department,19/8/2019,Awarded to Suppliers,COMFORTDELGRO BUS PTE. LTD.,957351
PMOEDEETT19300006,Invitation To Tender: ICT Infrastructure & Services for Election Department,Prime Minister's Office-Elections Department,13/12/2019,Awarded by Items,IT-DNS PTE. LTD.,304400
PMOEDEETT19300006,Invitation To Tender: ICT Infrastructure & Services for Election Department,Prime Minister's Office-Elections Department,13/12/2019,Awarded by Items,JK TECHNOLOGY PTE LTD,1551960
PMOEDEETT19300006,Invitation To Tender: ICT Infrastructure & Services for Election Department,Prime Minister's Office-Elections Department,13/12/2019,Awarded by Items,M1 LIMITED,10540
PMOEDEETT19300006,Invitation To Tender: ICT Infrastructure & Services for Election Department,Prime Minister's Office-Elections Department,13/12/2019,Awarded by Items,SINGAPORE TELECOMMUNICATIONS LIMITED,409974
PMOEDEETT19300007,Invitation To Tender For Nominated Sub- Contract For The Supply & Installation of Build-in Fitments and System Furniture To Proposed A&A Works of Existing Buildings At Former BHSS At 11 Novena Rise For Elections Department.,Prime Minister's Office-Elections Department,11/10/2019,Awarded to Suppliers,LOGISTICS CONSTRUCTION PTE LTD,245000
PMOHQ0ETT18300003,INVITATION TO TENDER FOR SUPPLY AND DELIVERY OF CURTAINS TO ISTANA AT ORCHARD ROAD,Prime Minister's Office-Ministry Headquarter,11/3/2019,Awarded to No Suppliers,Unknown,0
PMOHQ0ETT19300001,"PROPOSED RENOVATION WORKS FOR THE PRIME MINISTER OFFICE SPACE AT 5 MAXWELL ROAD, #13-00 MND COMPLEX TOWER BLOCK, SINGAPORE 069110 AND 7 MAXWELL ROAD, #05-04 MND COMPLEX ANNEX B, SINGAPORE 069111",Prime Minister's Office-Ministry Headquarter,12/3/2019,Awarded to Suppliers,SLA DESIGN CONSULTANTS (S) PTE LTD,399223
PMOHQ0ETT19300004,"OPEN TENDER FOR FOOD & SERVICES CATERING FOR NATIONAL DAY RALLY 2019 (Sunday 18th Aug, ITE, Ang Mo Kio)",Prime Minister's Office-Ministry Headquarter,3/5/2019,Awarded to Suppliers,CONRAD CENTENNIAL SINGAPORE,134400
PMOHQ0ETT19300010,"INVITATION TO TENDER FOR FOOD & CATERING SERVICES FOR LUNAR NEW YEAR RECEPTION 2020 (Friday 7 February 8pm, The Istana)",Prime Minister's Office-Ministry Headquarter,11/12/2019,Awarded to Suppliers,CONRAD CENTENNIAL SINGAPORE,154700
PMONRFETT18300005,INVITATION TO TENDER FOR PROVISION OF CONSULTANCY SERVICES ON ASSURANCE PROCESS,Prime Minister's Office - National Research Foundation,11/1/2019,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,85000
PMONRFETT18300006,"COMPREHENSIVE MAINTENANCE OF WATER FEATURES, PLUMBING AND SANITARY AND BUILDING MAINTENANCE UNIT (BMU) FOR CREATE CAMPUS",Prime Minister's Office - National Research Foundation,11/3/2019,Awarded to Suppliers,UNION M&E PTE. LTD.,3498000
PMONRFETT19300002,Provision of Insurance Coverage on Industrial All Risks and Public Liability at CREATE Campus for Base Two Years with Option to extend up to Four Years,Prime Minister's Office - National Research Foundation,24/4/2019,Awarded to Suppliers,MS FIRST CAPITAL INSURANCE LIMITED,556619.06
PMONRFETT19300003,"INVITATION TO TENDER FOR PROVISION OF EVENT MANAGEMENT, PR AND MARKETING SERVICES FOR GLOBAL YOUNG SCIENTISTS SUMMIT@ONE-NORTH 2020 (GYSS2020)",Prime Minister's Office - National Research Foundation,20/8/2019,Awarded to Suppliers,I-PROMO PTE. LTD.,485665
PMONRFETT19300004,PROVISION OF AUDIT SERVICES FOR NATIONAL RESEARCH FUND,Prime Minister's Office - National Research Foundation,24/10/2019,Awarded by Items,DELOITTE & TOUCHE LLP,91500
PMONRFETT19300004,PROVISION OF AUDIT SERVICES FOR NATIONAL RESEARCH FUND,Prime Minister's Office - National Research Foundation,24/10/2019,Awarded by Items,KPMG LLP,162000
PMONSCETT19300001,"Maintenance of Building Systems, Video Equipment and Related Accessories",Prime Minister's Office - National Security Co-ordination Secretariat,17/5/2019,Awarded to Suppliers,ACME ASSOCIATES PTE. LTD.,157195
PMONSCETT19300002,MAINTENANCE OF M&E EQUIPMENT,Prime Minister's Office - National Security Co-ordination Secretariat,25/10/2019,Awarded to Suppliers,ACME ASSOCIATES PTE. LTD.,312089
PMOPSDETT18300008,Provision of career management & support services,Prime Minister's Office-Public Service Division,9/4/2019,Awarded by Items,ABUNDANZ CONSULTING PTE. LTD.,30340
PMOPSDETT18300008,Provision of career management & support services,Prime Minister's Office-Public Service Division,9/4/2019,Awarded by Items,HUMAN CAPITAL (SINGAPORE) PTE. LTD.,49130
PMOPSDETT18300008,Provision of career management & support services,Prime Minister's Office-Public Service Division,9/4/2019,Awarded by Items,KORN FERRY HAY GROUP PTE. LTD.,6000
PMOPSDETT18300008,Provision of career management & support services,Prime Minister's Office-Public Service Division,9/4/2019,Awarded by Items,LEE HECHT HARRISON PTE. LTD.,17100
PMOPSDETT18300008,Provision of career management & support services,Prime Minister's Office-Public Service Division,9/4/2019,Awarded by Items,RIGHT MANAGEMENT SINGAPORE PTE. LTD.,41030
PMOPSDETT18300009,Provision of Cloud-Based Corporate System,Prime Minister's Office-Public Service Division,20/6/2019,Awarded to Suppliers,ACCENTURE SG SERVICES PTE. LTD.,48586807.4
PMOPSDETT18300010,Provision of Consultancy Services for the Refresh of the Service Competency Framework,Prime Minister's Office-Public Service Division,9/4/2019,Awarded to Suppliers,ERNST & YOUNG ADVISORY PTE. LTD.,978000
PMOPSDETT19300001,PROVISION OF EXECUTIVE SEARCH SERVICES,Prime Minister's Office-Public Service Division,28/5/2019,Awarded by Items,EPS CONSULTANTS PTE LTD,1
PMOPSDETT19300001,PROVISION OF EXECUTIVE SEARCH SERVICES,Prime Minister's Office-Public Service Division,28/5/2019,Awarded by Items,ETHOS SEARCH ASSOCIATES PTE. LTD.,1
PMOPSDETT19300001,PROVISION OF EXECUTIVE SEARCH SERVICES,Prime Minister's Office-Public Service Division,28/5/2019,Awarded by Items,EXECSEARCH,18
PMOPSDETT19300001,PROVISION OF EXECUTIVE SEARCH SERVICES,Prime Minister's Office-Public Service Division,28/5/2019,Awarded by Items,GLOBAL SEARCH PARTNERS PTE. LTD.,1
PMOPSDETT19300001,PROVISION OF EXECUTIVE SEARCH SERVICES,Prime Minister's Office-Public Service Division,28/5/2019,Awarded by Items,SCIENTE INTERNATIONAL PTE. LTD.,1
PMOPSDETT19300002,INVITATION TO TENDER FOR PUBLIC OFFICERS GROUP INSURANCE SCHEME (POGIS),Prime Minister's Office-Public Service Division,21/6/2019,Awarded to Suppliers,AVIVA LTD,1
PMOPSDETT19300003,INVITATION TO TENDER FOR PROJECT CONSULTANCY AND PROJECT MANAGEMENT SERVICES FOR RENOVATION OF OFFICE WORK SPACE,Prime Minister's Office-Public Service Division,15/11/2019,Awarded to Suppliers,ASPACIO DESIGN ASSOCIATES PTE LTD,298800
PMOSNDETT19300001,REQUEST FOR PROPOSAL FOR THE PROVISION OF DESIGN AND BUILD SERVICES FOR THE SMART NATION AND DIGITAL GOVERNMENT OFFICE AT FUNAN,Prime Minister's Office - Smart Nation and Digital Government Office,26/4/2019,Awarded to Suppliers,D' PERCEPTION SINGAPORE PTE. LTD.,1150708
PMOSTGETT18300007,Provision of Social Media Services,Prime Minister's Office - Strategy Group,4/3/2019,Awarded to Suppliers,HASHTAG INTERACTIVE PTE. LTD.,240000
PMOSTGETT19300001,Provision of Project Consultancy/Management Services for Office Relocation and Interior Design & Planning .,Prime Minister's Office - Strategy Group,22/4/2019,Awarded to Suppliers,E THREE FIVE PTE. LTD.,79791
PMOSTGETT19300002,CONSULTANCY STUDY ON HYDROGEN IMPORTS AND DOWNSTREAM APPLICATIONS FOR SINGAPORE,Prime Minister's Office - Strategy Group,19/8/2019,Awarded to Suppliers,KELLOGG BROWN & ROOT ASIA PACIFIC PTE. LTD.,867000
PMOSTGETT19300003,"Demolition, Additions & Alterations to Existing Office Space. A compulsory ITT briefing will be conducted on 24 Jun 2019 at 2.30pm at The Treasury. All interested Tenderers, with a maximum of two (2) representatives, shall email to Mr Kelvin Sim (Kelvin_Sim@pmo.gov.sg) and Mr Alan Yu (Alan_Yu@pmo.gov.sg) to confirm attendance latest by Friday 21 June 2019, 4.00pm for the purpose of security clearance and registration.",Prime Minister's Office - Strategy Group,13/8/2019,Awarded to Suppliers,D' PERCEPTION SINGAPORE PTE. LTD.,4066139
PTC000ETT19300001,"Supply of services for conducting face-to-face interviews, and for providing the analysis, assessment and reporting thereof.",Public Transport Council,30/7/2019,Awarded to Suppliers,QS-FIRST PTE LTD,256400
PUB000ETT18300098,Supply and Installation of Biogas Generator System at Changi Water Reclamation Plant,Public Utilities Board,1/3/2019,Awarded to Suppliers,TRICAFTAN ENVIRONMENTAL TECHNOLOGY PTE. LTD.,8900000
PUB000ETT18300111,Tuas Water Reclamation Plant Contract 1A - Site Development Works,Public Utilities Board,3/1/2019,Awarded to Suppliers,MCCONNELL DOWELL SOUTH EAST ASIA PRIVATE LIMITED,215911753
PUB000ETT18300136,Improvement to Roadside Drains and Watermain Replacement Works under Estate Upgrading Programme Batch 9 - Contract 1 (Clover and Thomson Faber Island Gardens Estates),Public Utilities Board,4/1/2019,Awarded to Suppliers,ENG LAM CONTRACTORS CO (PTE) LTD,13923000
PUB000ETT18300138,Construction of Link Sewers for the DTSS Phase 2 Project - Schedule II Contract 1 (West Coast Highway),Public Utilities Board,4/4/2019,Awarded to Suppliers,GUAN JOO CONSTRUCTION PTE LTD,23998000
PUB000ETT18300145,"Supply, Installation, Commissioning and Maintenance Support Services of Fish Activity Monitoring System Units and Central Control Units (2018)",Public Utilities Board,25/4/2019,Awarded to Suppliers,ZWEEC ANALYTICS PTE. LTD.,9807900
PUB000ETT18300149,Replacement of Mechanical and Electrical Equipment at Kranji Water Reclamation Plant,Public Utilities Board,18/1/2019,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,51500000
PUB000ETT18300167,Professional Engineering Services for the Improvement of Benoi Road Outlet Drain,Public Utilities Board,8/1/2019,Awarded to Suppliers,FONG CONSULT PTE. LTD.,1349060
PUB000ETT18300170,Construction of Link Sewers for the DTSS Phase 2 Project - Schedule II Contract 3 (Jalan Buroh),Public Utilities Board,1/3/2019,Awarded to Suppliers,ENG LEE ENGINEERING PTE LTD,13254000
PUB000ETT18300174,Construction of Link Sewers for the DTSS Phase 2 Project - Schedule III Contract 2 (Old Choa Chu Kang Road/Jalan Bahar),Public Utilities Board,7/1/2019,Awarded to Suppliers,SWEE HONG LIMITED,32492888
PUB000ETT18300175,Proposed Sewers in North Woodlands Area (Package B) Contract 3,Public Utilities Board,15/1/2019,Awarded to Suppliers,ENG LEE ENGINEERING PTE LTD,22371000
PUB000ETT18300176,Construction of Link Sewers for the DTSS Phase 2 Project - Schedule I Contract 3 (Pasir Panjang Road / West Coast Drive),Public Utilities Board,8/3/2019,Awarded to Suppliers,AIK LEONG PLUMBING CONSTRUCTION PTE LTD,24905280
PUB000ETT18300179,Replacement of Open Scupper Drains and Scupper Inlets in Eastern / Western / Central Watersheds of Singapore,Public Utilities Board,10/1/2019,Awarded by Items,JME ENGINEERING PTE. LTD.,1778000
PUB000ETT18300179,Replacement of Open Scupper Drains and Scupper Inlets in Eastern / Western / Central Watersheds of Singapore,Public Utilities Board,10/1/2019,Awarded by Items,TKB C-E CONTRACTOR PTE. LTD.,3860000
PUB000ETT18300184,Construction of Link Sewers for the DTSS Phase 2 Project - Schedule III Contract 3 (Jalan Buroh / Jurong Port Road),Public Utilities Board,24/1/2019,Awarded to Suppliers,"ED. ZUBLIN AG, SINGAPORE BRANCH",42010180
PUB000ETT18300185,Improvement to Mountbatten Road Outlet Drain (Between Stadium Boulevard and Geylang River),Public Utilities Board,2/1/2019,Awarded to Suppliers,CPC CONSTRUCTION PTE. LTD.,5600000
PUB000ETT18300186,Proposed 800mm/1200mm Diameter Water Pipeline along Sengkang West Road from Tampines Expressway to Yio Chu Kang Road,Public Utilities Board,8/1/2019,Awarded to Suppliers,SHENG KEONG CONSTRUCTION PTE. LTD.,8367000
PUB000ETT18300187,Provision of Cyber Security Training for PUB,Public Utilities Board,28/1/2019,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,339840
PUB000ETT18300207,ABC Waters Project at Jurong Lake (Phase II),Public Utilities Board,17/1/2019,Awarded to Suppliers,MARINA TECHNOLOGY AND CONSTRUCTION PTE LTD,6428949.5
PUB000ETT18300208,Replacement and Rehabilitation of Water Mains,Public Utilities Board,12/4/2019,Awarded by Items,SHINGDA CONSTRUCTION PTE. LTD.,6656000
PUB000ETT18300208,Replacement and Rehabilitation of Water Mains,Public Utilities Board,12/4/2019,Awarded by Items,TEACLY (S) PTE. LTD.,3805000
PUB000ETT18300211,Supply and Laying of Watermain along Kranji Loop Extension to Woodlands Road,Public Utilities Board,30/1/2019,Awarded to Suppliers,TOH BAN SENG CONTRACTOR PTE LTD,1250400
PUB000ETT18300213,Improvement to Roadside Drains and Watermain Replacement Works under Estate Upgrading Programme Batch 9 - Contract 4 (Upper Changi Estate),Public Utilities Board,1/3/2019,Awarded to Suppliers,GOH SIN GUAN HUAT PTE LTD,10270000
PUB000ETT18300214,"Supply and Delivery of Diesel Driven Commercial Vehicles to PUB, 2019",Public Utilities Board,4/1/2019,Awarded by Items,TRIANGLE AUTO PTE LTD,214060
PUB000ETT18300214,"Supply and Delivery of Diesel Driven Commercial Vehicles to PUB, 2019",Public Utilities Board,4/1/2019,Awarded by Items,WEARNES AUTOMOTIVE PTE. LTD.,45000
PUB000ETT18300215,"Provision of Services for Marketing, Programming and Management of the Sustainable Singapore Gallery at Marina Barrage",Public Utilities Board,4/1/2019,Awarded to Suppliers,TERRA SG PTE. LTD.,2066680
PUB000ETT18300218,Servicing and Maintenance of Alfa Laval Centrifuges at Kranji Water Reclamation Plant,Public Utilities Board,19/2/2019,Awarded to Suppliers,ALFA LAVAL SINGAPORE PTE LTD,436000
PUB000ETT18300219,Professional Engineering Services for Improvement of Drains at Pulau Punggol Barat,Public Utilities Board,19/2/2019,Awarded to Suppliers,MEINHARDT (SINGAPORE) PTE LTD,1543700
PUB000ETT18300220,Improvement to Bukit Timah Canal (between Rifle Road and Jalan Kampong Chantek),Public Utilities Board,5/3/2019,Awarded to Suppliers,CHAN & CHAN ENGINEERING PTE. LTD.,53230000
PUB000ETT18300221,"Improvement to Roadside Drains V - Contract E6 (Jalan Legundi, Jalan Tanjong, Bedok North Avenue 4 and Hougang Avenue 8 Areas)",Public Utilities Board,15/2/2019,Awarded to Suppliers,CHAN & CHAN ENGINEERING PTE. LTD.,10730000
